position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
28,1.000000,10.000000,12.000000,12.000000,13.000000,4.000000
29,1.000000,17.000000,16.000000,18.000000,17.000000,10.000000
30,1.000000,19.000000,26.000000,26.000000,10.000000,10.000000
31,1.000000,28.000000,31.000000,32.000000,25.000000,13.000000
32,1.000000,31.000000,28.000000,29.000000,18.000000,14.000000
33,1.000000,37.000000,40.000000,29.000000,24.000000,15.000000
34,1.000000,38.000000,43.000000,33.000000,31.000000,19.000000
35,1.000000,54.000000,50.000000,38.000000,47.000000,32.000000
36,1.000000,68.000000,67.000000,59.000000,43.000000,32.000000
37,1.000000,64.000000,66.000000,56.000000,53.000000,29.000000
38,1.000000,82.000000,77.000000,63.000000,55.000000,36.000000
39,1.000000,84.000000,90.000000,68.000000,58.000000,51.000000
40,1.000000,83.000000,117.000000,94.000000,66.000000,41.000000
41,1.000000,116.000000,99.000000,101.000000,69.000000,52.000000
42,1.000000,96.000000,122.000000,125.000000,68.000000,63.000000
43,1.000000,115.000000,158.000000,116.000000,84.000000,61.000000
44,1.000000,130.000000,157.000000,115.000000,101.000000,69.000000
45,1.000000,137.000000,175.000000,135.000000,111.000000,66.000000
46,1.000000,173.000000,184.000000,148.000000,126.000000,69.000000
47,1.000000,196.000000,183.000000,161.000000,125.000000,84.000000
48,1.000000,177.000000,206.000000,178.000000,136.000000,86.000000
49,1.000000,188.000000,207.000000,145.000000,146.000000,88.000000
50,1.000000,239.000000,219.000000,214.000000,144.000000,96.000000
51,1.000000,223.000000,211.000000,195.000000,127.000000,111.000000
52,1.000000,212.000000,250.000000,213.000000,121.000000,105.000000
53,1.000000,285.000000,235.000000,237.000000,160.000000,118.000000
54,1.000000,259.000000,310.000000,195.000000,143.000000,107.000000
55,1.000000,285.000000,290.000000,215.000000,157.000000,111.000000
56,1.000000,302.000000,294.000000,208.000000,167.000000,110.000000
57,1.000000,356.000000,277.000000,261.000000,168.000000,115.000000
58,1.000000,349.000000,328.000000,227.000000,179.000000,143.000000
59,1.000000,352.000000,345.000000,268.000000,200.000000,130.000000
60,1.000000,416.000000,348.000000,298.000000,190.000000,135.000000
61,1.000000,424.000000,410.000000,244.000000,216.000000,113.000000
62,15.000000,477.000000,397.000000,264.000000,199.000000,148.000000
63,147.000000,449.000000,381.000000,298.000000,221.000000,136.000000
64,458.000000,500.000000,393.000000,284.000000,239.000000,159.000000
