position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
33,1.000000,549.000000,124.000000,47.000000,7.000000,6.000000
34,1.000000,527.000000,137.000000,35.000000,8.000000,5.000000
35,1.000000,525.000000,147.000000,41.000000,8.000000,3.000000
36,1.000000,441.000000,124.000000,26.000000,12.000000,4.000000
37,1.000000,423.000000,131.000000,45.000000,17.000000,6.000000
38,1.000000,404.000000,117.000000,39.000000,19.000000,1.000000
39,1.000000,344.000000,127.000000,41.000000,12.000000,2.000000
40,1.000000,362.000000,96.000000,32.000000,12.000000,6.000000
41,1.000000,336.000000,122.000000,37.000000,11.000000,2.000000
42,1.000000,319.000000,87.000000,35.000000,8.000000,3.000000
43,1.000000,289.000000,112.000000,37.000000,11.000000,3.000000
44,1.000000,254.000000,103.000000,34.000000,5.000000,5.000000
45,1.000000,260.000000,106.000000,26.000000,7.000000,1.000000
46,1.000000,227.000000,75.000000,23.000000,8.000000,2.000000
47,1.000000,248.000000,96.000000,40.000000,11.000000,2.000000
48,1.000000,238.000000,73.000000,23.000000,7.000000,2.000000
49,1.000000,192.000000,68.000000,19.000000,10.000000,5.000000


